job_title,experience_level,company_size,company_location,employment_type,remote_ratio,years_experience,salary_usd
Machine Learning Engineer,Executive,Medium,Germany,Full-time,100,3.0,
Business Intelligence Analyst,Mid,Small,Canada,Part-time,50,9.0,93512.0
Business Intelligence Analyst,Entry,Small,India,Contract,100,12.0,73957.0
Business Intelligence Analyst,Entry,Small,Germany,Part-time,0,11.0,83766.0
Data Analyst,Entry,Small,USA,Full-time,50,14.0,99615.0
AI Engineer,Senior,Medium,Germany,Contract,100,6.0,117008.0
Data Engineer,Entry,Medium,Germany,Full-time,100,10.0,76044.0
Data Engineer,Entry,Large,UK,Full-time,100,5.0,52884.0
Data Analyst,Senior,Medium,India,Part-time,0,4.0,114687.0
Data Engineer,Mid,Medium,Canada,Full-time,100,9.0,102952.0
Business Intelligence Analyst,Entry,Medium,Canada,Full-time,50,11.0,84665.0
Machine Learning Engineer,Entry,Large,UK,Contract,100,12.0,79711.0
Data Scientist,Entry,Small,Australia,Full-time,0,11.0,83249.0
AI Engineer,Entry,Medium,Canada,Part-time,100,11.0,74597.0
AI Engineer,Mid,Large,Germany,Part-time,0,11.0,110254.0
Data Analyst,Entry,Large,UK,Part-time,0,1.0,31388.0
AI Engineer,Entry,Large,USA,Full-time,50,4.0,44369.0
Business Intelligence Analyst,Senior,Small,India,Contract,50,8.0,127959.0
Data Engineer,Mid,Medium,India,Part-time,100,8.0,97552.0
Business Intelligence Analyst,Mid,Large,India,Full-time,0,,63782.0
Data Analyst,Mid,Small,Germany,Part-time,0,6.0,89014.0
Business Intelligence Analyst,Mid,Large,USA,Part-time,50,9.0,91608.0
Data Engineer,Mid,Large,UK,Contract,50,13.0,105347.0
Machine Learning Engineer,Mid,Large,UK,Part-time,100,3.0,67412.0
Data Analyst,Mid,Large,India,Contract,0,12.0,110005.0
Machine Learning Engineer,Senior,Large,USA,Full-time,50,12.0,159726.0
Data Scientist,Entry,Small,USA,Part-time,100,2.0,
Machine Learning Engineer,Senior,Medium,USA,Full-time,0,,132574.0
Data Scientist,Entry,Medium,Canada,Full-time,0,0.0,15272.0
Data Scientist,Senior,Medium,Canada,Full-time,50,2.0,106532.0
Machine Learning Engineer,Mid,Medium,India,Part-time,100,10.0,98694.0
Data Analyst,Senior,Small,USA,Contract,50,,137253.0
Data Engineer,Entry,Small,Australia,Part-time,100,13.0,78521.0
Business Intelligence Analyst,Mid,Small,USA,Full-time,0,14.0,111300.0
Business Intelligence Analyst,Mid,Large,UK,Contract,100,8.0,92225.0
Data Engineer,Senior,Large,UK,Full-time,100,6.0,
Data Scientist,Mid,Large,India,Contract,100,2.0,62045.0
Data Scientist,Mid,Medium,Australia,Part-time,100,,118835.0
Data Analyst,Mid,Large,USA,Contract,100,2.0,54385.0
AI Engineer,Mid,Medium,Australia,Part-time,50,3.0,69755.0
Machine Learning Engineer,Mid,Large,India,Full-time,100,6.0,72824.0
Data Scientist,Entry,Medium,UK,Contract,100,6.0,45964.0
Business Intelligence Analyst,Executive,Large,UK,Full-time,0,11.0,192370.0
Data Analyst,Senior,Large,Canada,Contract,100,11.0,154874.0
Machine Learning Engineer,Executive,Small,India,Part-time,0,13.0,188767.0
Data Analyst,Entry,Large,India,Contract,50,,28576.0
Machine Learning Engineer,Senior,Large,USA,Contract,50,11.0,147268.0
Machine Learning Engineer,Senior,Small,USA,Part-time,100,14.0,168390.0
Data Engineer,Mid,Medium,Canada,Part-time,50,4.0,67925.0
Data Scientist,Mid,Small,Germany,Part-time,100,6.0,73107.0
Data Analyst,Mid,Small,Australia,Contract,50,6.0,89714.0
Data Analyst,Senior,Medium,Germany,Full-time,100,5.0,113722.0
Data Engineer,Mid,Large,Germany,Contract,100,9.0,102307.0
Business Intelligence Analyst,Entry,Medium,India,Contract,0,9.0,73280.0
Business Intelligence Analyst,Mid,Large,Australia,Full-time,0,11.0,102883.0
Data Scientist,Senior,Large,India,Part-time,0,7.0,134708.0
Data Scientist,Senior,Medium,Australia,Contract,0,2.0,103453.0
AI Engineer,Executive,Small,UK,Full-time,100,14.0,207197.0
Data Engineer,Mid,Medium,India,Part-time,50,0.0,47618.0
Business Intelligence Analyst,Entry,Large,India,Part-time,100,2.0,20782.0
Machine Learning Engineer,Entry,Medium,,Contract,0,10.0,74642.0
Data Analyst,Entry,Medium,Canada,Part-time,0,1.0,22789.0
Data Scientist,Entry,Large,India,Part-time,50,1.0,29002.0
Data Analyst,Mid,Small,USA,Full-time,0,13.0,124523.0
Data Analyst,Entry,Medium,USA,Full-time,100,13.0,86981.0
AI Engineer,Mid,Large,Australia,Part-time,100,1.0,50007.0
Business Intelligence Analyst,Senior,Large,UK,Full-time,100,4.0,107575.0
Data Scientist,Mid,Medium,Canada,Part-time,100,12.0,119574.0
Data Analyst,Senior,Small,Australia,Contract,100,,96184.0
Data Scientist,Mid,Medium,USA,Full-time,50,9.0,96294.0
Machine Learning Engineer,Entry,Small,,Part-time,100,3.0,30637.0
AI Engineer,Mid,Small,Canada,Part-time,0,13.0,117770.0
Machine Learning Engineer,Entry,Small,UK,Full-time,0,,69542.0
Data Scientist,Mid,Small,Canada,Full-time,0,4.0,70908.0
Data Scientist,Mid,Medium,India,Contract,0,1.0,61962.0
Business Intelligence Analyst,Entry,Large,Canada,Part-time,50,4.0,42699.0
Data Analyst,Entry,Large,UK,Contract,0,9.0,56865.0
Data Analyst,Mid,Large,Australia,Contract,50,14.0,111376.0
Machine Learning Engineer,Executive,Large,UK,Contract,0,3.0,149255.0
AI Engineer,Senior,Large,UK,Full-time,50,7.0,128647.0
Data Engineer,Senior,Large,USA,Contract,50,0.0,85408.0
Data Analyst,Entry,Medium,India,Full-time,50,14.0,88163.0
Business Intelligence Analyst,Senior,Small,USA,Full-time,0,11.0,141283.0
Machine Learning Engineer,Senior,Large,Australia,Contract,50,4.0,101976.0
Machine Learning Engineer,Mid,Medium,Germany,Contract,100,13.0,111443.0
Data Engineer,Executive,Large,Australia,Part-time,100,13.0,198324.0
Business Intelligence Analyst,Mid,Large,India,Contract,0,10.0,97595.0
AI Engineer,Senior,Small,Canada,Part-time,100,11.0,139920.0
Business Intelligence Analyst,Senior,Small,UK,Contract,100,9.0,143271.0
AI Engineer,Entry,Small,Germany,Contract,100,0.0,27375.0
Business Intelligence Analyst,Mid,Large,India,Contract,0,9.0,90228.0
Business Intelligence Analyst,Executive,Large,USA,Contract,0,9.0,176748.0
Data Scientist,Entry,Large,UK,Part-time,100,3.0,40715.0
Machine Learning Engineer,Mid,Small,Australia,Part-time,0,,89484.0
Business Intelligence Analyst,Executive,Medium,USA,Contract,50,0.0,126450.0
Data Engineer,Mid,Large,India,Contract,100,10.0,109988.0
Business Intelligence Analyst,Entry,Large,India,Part-time,0,14.0,
Data Analyst,Mid,Large,Australia,Full-time,0,1.0,45020.0
Machine Learning Engineer,Entry,Medium,Germany,Full-time,100,0.0,24717.0
Data Analyst,Mid,Large,Australia,Full-time,0,10.0,104580.0
Machine Learning Engineer,Entry,Medium,Canada,Part-time,100,6.0,50117.0
Data Analyst,Mid,Large,USA,Part-time,0,1.0,54664.0
Business Intelligence Analyst,Mid,Medium,Germany,Full-time,50,0.0,41099.0
Business Intelligence Analyst,Senior,Large,UK,Full-time,100,14.0,152637.0
Data Scientist,Mid,Small,Canada,Contract,50,11.0,103581.0
Data Engineer,Mid,Small,Germany,Part-time,100,5.0,72744.0
Data Analyst,Mid,Small,USA,Part-time,0,5.0,84797.0
AI Engineer,Entry,Small,India,Full-time,50,9.0,62457.0
Data Scientist,Mid,Large,UK,Full-time,0,1.0,55807.0
Data Analyst,Entry,Small,Australia,Part-time,100,14.0,97738.0
Data Analyst,Senior,Medium,USA,Contract,100,0.0,86402.0
Data Scientist,Entry,Small,Canada,Full-time,100,13.0,79521.0
Business Intelligence Analyst,Mid,Small,Canada,Part-time,100,9.0,101389.0
Data Analyst,Mid,Small,India,Part-time,100,2.0,58382.0
Business Intelligence Analyst,Mid,Large,India,Contract,50,9.0,97692.0
Data Scientist,Entry,Small,UK,Contract,100,13.0,79353.0
Business Intelligence Analyst,Mid,Medium,Australia,Full-time,0,4.0,75065.0
Machine Learning Engineer,Mid,Small,,Full-time,50,5.0,84934.0
AI Engineer,Senior,Small,India,Full-time,0,2.0,104425.0
Data Analyst,Mid,Small,India,Part-time,100,8.0,93111.0
Data Engineer,Mid,Medium,,Full-time,0,,98031.0
AI Engineer,Mid,Small,India,Part-time,50,4.0,75510.0
Business Intelligence Analyst,Mid,Medium,Germany,Full-time,50,,105083.0
Data Analyst,Mid,Medium,USA,Contract,50,1.0,53816.0
Business Intelligence Analyst,Mid,Small,India,Contract,0,9.0,97317.0
Machine Learning Engineer,Entry,Medium,UK,Part-time,50,5.0,37175.0
Data Scientist,Entry,Large,Australia,Contract,0,11.0,76341.0
Data Analyst,Entry,Small,Australia,Part-time,100,7.0,62579.0
Machine Learning Engineer,Entry,Small,Australia,Part-time,100,10.0,62069.0
Machine Learning Engineer,Mid,Medium,Germany,Contract,0,5.0,68358.0
Data Analyst,Mid,Medium,UK,Part-time,50,3.0,73822.0
Business Intelligence Analyst,Entry,Small,Germany,Contract,0,5.0,43808.0
Data Engineer,Senior,Large,India,Full-time,0,7.0,119244.0
Machine Learning Engineer,Entry,Medium,USA,Full-time,0,7.0,64727.0
AI Engineer,Senior,Medium,Australia,Contract,100,12.0,141811.0
Machine Learning Engineer,Mid,Large,UK,Contract,0,9.0,101555.0
Data Engineer,Mid,Large,Australia,Contract,100,1.0,62009.0
Business Intelligence Analyst,Entry,Small,Germany,Contract,0,7.0,50906.0
Business Intelligence Analyst,Mid,Large,,Full-time,100,,72983.0
AI Engineer,Mid,Small,India,Part-time,0,1.0,49063.0
Machine Learning Engineer,Senior,Large,USA,Part-time,0,0.0,90446.0
Business Intelligence Analyst,Mid,Medium,India,Full-time,50,5.0,73644.0
Data Engineer,Senior,Small,Canada,Part-time,50,12.0,149610.0
Data Analyst,Entry,Small,USA,Full-time,0,6.0,48142.0
Data Scientist,Senior,Small,Canada,Part-time,0,13.0,145753.0
Data Scientist,Mid,Large,India,Contract,0,13.0,116564.0
Data Scientist,Senior,Medium,Germany,Contract,0,9.0,131851.0
Machine Learning Engineer,Entry,Small,India,Contract,50,4.0,35104.0
AI Engineer,Mid,Small,India,Full-time,100,13.0,120190.0
Business Intelligence Analyst,Mid,Small,,Full-time,0,9.0,98421.0
Data Analyst,Senior,Small,,Part-time,50,7.0,126202.0
Data Engineer,Mid,Medium,Canada,Part-time,0,10.0,101103.0
Data Analyst,Senior,Large,Canada,Part-time,0,12.0,149417.0
Data Engineer,Entry,Medium,,Full-time,100,11.0,73359.0
Machine Learning Engineer,Senior,Small,Canada,Part-time,0,8.0,123685.0
Data Scientist,Senior,Medium,Australia,Contract,0,3.0,
Machine Learning Engineer,Senior,Small,UK,Part-time,100,6.0,128366.0
AI Engineer,Mid,Large,Germany,Contract,100,7.0,79944.0
AI Engineer,Mid,Large,Australia,Full-time,100,12.0,115410.0
Data Engineer,Executive,Large,India,Contract,100,5.0,160471.0
Business Intelligence Analyst,Entry,Small,Germany,Contract,50,1.0,24678.0
Business Intelligence Analyst,Mid,Medium,UK,Contract,50,6.0,78633.0
Data Engineer,Mid,Large,Canada,Full-time,50,12.0,108462.0
AI Engineer,Senior,Small,Australia,Full-time,0,8.0,133888.0
AI Engineer,Entry,Small,India,Full-time,100,4.0,46727.0
AI Engineer,Mid,Medium,USA,Full-time,100,14.0,126203.0
Machine Learning Engineer,Senior,Large,USA,Part-time,50,1.0,88081.0
AI Engineer,Entry,Small,Germany,Full-time,0,3.0,34449.0
Data Analyst,Senior,Medium,Canada,Contract,0,2.0,
Data Scientist,Entry,Large,USA,Full-time,0,3.0,27291.0
AI Engineer,Mid,Medium,Germany,Part-time,50,9.0,86532.0
Data Engineer,Entry,Medium,UK,Part-time,0,6.0,44362.0
Data Scientist,Entry,Small,Germany,Part-time,0,9.0,73037.0
Machine Learning Engineer,Senior,Small,Germany,Contract,0,7.0,131015.0
Data Engineer,Mid,Small,,Full-time,100,0.0,44988.0
Data Scientist,Mid,Medium,India,Full-time,50,12.0,106344.0
Data Engineer,Entry,Small,Germany,Full-time,100,7.0,53430.0
Machine Learning Engineer,Mid,Medium,Australia,Contract,100,,75693.0
Data Analyst,Mid,Medium,Germany,Contract,50,11.0,104106.0
Machine Learning Engineer,Mid,Small,India,Part-time,100,6.0,71438.0
Machine Learning Engineer,Mid,Large,India,Part-time,0,10.0,109400.0
Data Engineer,Senior,Large,,Full-time,0,10.0,144819.0
Business Intelligence Analyst,Mid,Large,Canada,Contract,0,0.0,49652.0
AI Engineer,Mid,Medium,,Contract,0,1.0,51389.0
AI Engineer,Entry,Medium,USA,Full-time,50,0.0,13079.0
Data Analyst,Senior,Medium,Germany,Full-time,100,4.0,106295.0
Data Analyst,Mid,Small,UK,Part-time,100,13.0,118703.0
AI Engineer,Mid,Medium,Germany,Part-time,0,13.0,123642.0
Business Intelligence Analyst,Entry,Small,USA,Part-time,0,5.0,43558.0
AI Engineer,Executive,Small,India,Full-time,100,9.0,184375.0
Business Intelligence Analyst,Entry,Large,Canada,Full-time,50,8.0,53741.0
Data Analyst,Senior,Large,UK,Part-time,100,7.0,128881.0
Data Scientist,Mid,Large,India,Part-time,0,6.0,
Data Engineer,Entry,Small,Canada,Contract,0,11.0,80414.0
Data Analyst,Senior,Small,UK,Contract,50,4.0,114329.0
Data Analyst,Mid,Small,UK,Part-time,100,13.0,123877.0
Machine Learning Engineer,Senior,Medium,USA,Part-time,50,14.0,166382.0
Machine Learning Engineer,Senior,Small,India,Contract,50,2.0,98323.0
Machine Learning Engineer,Senior,Large,UK,Part-time,0,,127588.0
Data Engineer,Entry,Large,Australia,Contract,100,12.0,70903.0
Machine Learning Engineer,Senior,Small,UK,Contract,0,4.0,111648.0
Business Intelligence Analyst,Mid,Small,Canada,Contract,100,2.0,59955.0
AI Engineer,Senior,Large,USA,Full-time,0,2.0,92804.0
Data Scientist,Mid,Small,Germany,Full-time,0,2.0,67610.0
Data Analyst,Senior,Large,USA,Part-time,100,13.0,146284.0
Business Intelligence Analyst,Mid,Medium,Germany,Contract,100,5.0,65689.0
Data Scientist,Mid,Large,India,Full-time,0,0.0,44782.0
Business Intelligence Analyst,Entry,Medium,India,Part-time,100,10.0,64507.0
Business Intelligence Analyst,Senior,Small,UK,Part-time,0,3.0,96996.0
Data Analyst,Mid,Small,Australia,Part-time,100,12.0,116813.0
AI Engineer,Mid,Medium,India,Part-time,0,7.0,83631.0
Machine Learning Engineer,Senior,Small,UK,Part-time,0,2.0,94507.0
Data Engineer,Mid,Medium,USA,Contract,0,4.0,60527.0
AI Engineer,Entry,Small,India,Part-time,50,1.0,17996.0
Data Engineer,Mid,Large,USA,Contract,100,,113467.0
Data Analyst,Mid,Small,USA,Full-time,0,1.0,62745.0
Data Analyst,Mid,Large,Australia,Part-time,50,10.0,104772.0
Data Analyst,Entry,Large,India,Full-time,0,12.0,70703.0
Data Scientist,Entry,Medium,USA,Contract,50,6.0,40662.0
Data Engineer,Entry,Small,Australia,Contract,0,9.0,64114.0
AI Engineer,Senior,Medium,Australia,Full-time,0,2.0,96256.0
AI Engineer,Entry,Small,India,Part-time,50,4.0,38367.0
Business Intelligence Analyst,Mid,Large,Australia,Part-time,50,,63460.0
Business Intelligence Analyst,Senior,Large,India,Full-time,100,5.0,110297.0
Business Intelligence Analyst,Entry,Small,India,Full-time,100,12.0,78573.0
Data Analyst,Mid,Small,Germany,Full-time,50,9.0,100582.0
AI Engineer,Senior,Medium,USA,Part-time,100,2.0,95378.0
Data Engineer,Senior,Small,Canada,Part-time,50,7.0,128500.0
Data Analyst,Senior,Small,India,Part-time,100,1.0,85305.0
Data Scientist,Senior,Small,USA,Full-time,0,2.0,94697.0
Business Intelligence Analyst,Senior,Medium,Australia,Part-time,100,7.0,133774.0
Data Analyst,Mid,Small,UK,Contract,0,7.0,82222.0
Data Analyst,Senior,Large,India,Full-time,0,0.0,87933.0
Data Scientist,Entry,Medium,Australia,Part-time,100,7.0,62849.0
Machine Learning Engineer,Senior,Medium,Australia,Full-time,50,9.0,136463.0
AI Engineer,Mid,Large,Australia,Contract,0,1.0,45402.0
Data Engineer,Mid,Large,Australia,Contract,0,11.0,107901.0
Machine Learning Engineer,Entry,Large,Australia,Full-time,100,6.0,46940.0
Business Intelligence Analyst,Senior,Small,India,Full-time,50,5.0,
Data Analyst,Entry,Large,Canada,Contract,50,1.0,34054.0
Data Scientist,Senior,Small,Germany,Full-time,100,4.0,108095.0
Data Scientist,Senior,Medium,Australia,Contract,50,6.0,120842.0
AI Engineer,Entry,Medium,Australia,Contract,100,,49544.0
Machine Learning Engineer,Senior,Large,Germany,Part-time,100,2.0,96074.0
AI Engineer,Senior,Small,India,Full-time,100,0.0,98732.0
Data Analyst,Mid,Large,,Full-time,0,12.0,106850.0
AI Engineer,Mid,Large,UK,Part-time,0,6.0,
Data Engineer,Entry,Small,UK,Contract,0,12.0,71617.0
Data Scientist,Entry,Large,USA,Full-time,100,4.0,32530.0
Data Scientist,Mid,Medium,India,Part-time,0,4.0,63333.0
Business Intelligence Analyst,Senior,Large,UK,Part-time,0,6.0,117234.0
Business Intelligence Analyst,Entry,Small,,Full-time,0,0.0,10511.0
Data Analyst,Senior,Small,USA,Part-time,100,7.0,129546.0
Data Engineer,Mid,Medium,,Contract,100,11.0,100082.0
Machine Learning Engineer,Mid,Small,,Part-time,100,13.0,121636.0
AI Engineer,Senior,Small,USA,Contract,0,9.0,133820.0
Data Analyst,Senior,Medium,UK,Contract,50,14.0,153476.0
Business Intelligence Analyst,Mid,Large,India,Full-time,0,4.0,
AI Engineer,Mid,Medium,Germany,Part-time,0,7.0,76725.0
Business Intelligence Analyst,Mid,Large,India,Contract,100,9.0,
AI Engineer,Entry,Medium,India,Contract,100,14.0,93765.0
Machine Learning Engineer,Entry,Large,Germany,Part-time,0,9.0,56701.0
Data Analyst,Mid,Medium,Australia,Contract,0,4.0,68496.0
AI Engineer,Mid,Large,Germany,Part-time,50,11.0,107270.0
Data Engineer,Senior,Medium,India,Full-time,50,6.0,120472.0
Data Scientist,Mid,Large,Germany,Contract,100,9.0,87807.0
Data Engineer,Mid,Medium,Australia,Contract,50,2.0,65654.0
Data Engineer,Mid,Small,USA,Part-time,50,1.0,56078.0
Data Scientist,Senior,Large,Germany,Part-time,100,5.0,112572.0
Data Engineer,Senior,Medium,Germany,Part-time,50,4.0,117408.0
AI Engineer,Mid,Large,India,Part-time,0,8.0,99359.0
AI Engineer,Senior,Large,USA,Contract,50,9.0,133698.0
AI Engineer,Entry,Medium,Canada,Full-time,100,,29856.0
Data Scientist,Mid,Large,Canada,Full-time,0,10.0,96724.0
Data Engineer,Mid,Medium,UK,Full-time,50,2.0,59245.0
Data Scientist,Mid,Small,Germany,Full-time,0,8.0,90866.0
AI Engineer,Senior,Large,Germany,Part-time,0,7.0,133951.0
Data Engineer,Senior,Small,USA,Contract,50,5.0,115096.0
Data Engineer,Entry,Large,Australia,Contract,50,0.0,14587.0
Business Intelligence Analyst,Mid,Large,Canada,Contract,100,13.0,
Business Intelligence Analyst,Mid,Large,,Part-time,100,9.0,90046.0
Machine Learning Engineer,Entry,Medium,USA,Contract,0,12.0,89278.0
Data Analyst,Entry,Small,Germany,Part-time,100,11.0,72203.0
Business Intelligence Analyst,Mid,Large,Canada,Contract,0,10.0,105403.0
Data Scientist,Entry,Medium,UK,Full-time,0,0.0,19828.0
Business Intelligence Analyst,Entry,Large,India,Part-time,100,11.0,80797.0
Machine Learning Engineer,Entry,Medium,Canada,Contract,100,5.0,54997.0
Data Engineer,Mid,Large,UK,Full-time,100,12.0,100038.0
Machine Learning Engineer,Senior,Small,USA,Full-time,50,2.0,109468.0
Data Engineer,Mid,Small,India,Full-time,0,2.0,56265.0
Data Engineer,Executive,Large,UK,Part-time,0,5.0,151598.0
Data Analyst,Mid,Medium,UK,Part-time,0,12.0,102415.0
Business Intelligence Analyst,Senior,Large,Germany,Contract,100,2.0,107142.0
Data Scientist,Senior,Medium,Australia,Full-time,100,12.0,159500.0
Data Scientist,Mid,Large,Canada,Contract,100,10.0,107148.0
AI Engineer,Mid,Medium,,Contract,100,9.0,99306.0
Data Engineer,Senior,Small,India,Full-time,100,5.0,
Data Scientist,Entry,Large,Australia,Contract,50,4.0,
Data Analyst,Mid,Small,UK,Part-time,100,3.0,66377.0
Data Engineer,Mid,Small,Germany,Contract,0,7.0,86058.0
Data Analyst,Mid,Large,Australia,Full-time,100,,52443.0
Data Scientist,Entry,Large,Canada,Part-time,0,14.0,97701.0
Data Scientist,Senior,Medium,India,Part-time,100,11.0,152084.0
AI Engineer,Mid,Medium,USA,Contract,100,13.0,109383.0
Data Scientist,Mid,Small,Germany,Contract,0,10.0,91593.0
Data Engineer,Senior,Medium,India,Part-time,0,6.0,124758.0
Data Engineer,Mid,Medium,USA,Contract,0,3.0,62026.0
Data Engineer,Executive,Large,Germany,Full-time,0,1.0,127612.0
AI Engineer,Mid,Medium,India,Contract,50,14.0,121329.0
AI Engineer,Entry,Small,India,Contract,0,6.0,41908.0
Data Scientist,Senior,Medium,Australia,Part-time,100,12.0,146954.0
Machine Learning Engineer,Mid,Small,Germany,Contract,100,0.0,55185.0
Machine Learning Engineer,Senior,Large,India,Contract,50,3.0,113174.0
AI Engineer,Executive,Small,UK,Contract,0,8.0,175496.0
Data Scientist,Senior,Medium,Germany,Full-time,100,13.0,147928.0
Machine Learning Engineer,Mid,Large,India,Contract,50,3.0,64280.0
Data Scientist,Senior,Medium,Australia,Full-time,100,11.0,142681.0
Data Scientist,Mid,Large,USA,Full-time,50,12.0,104127.0
Data Scientist,Mid,Large,USA,Full-time,50,2.0,54963.0
Business Intelligence Analyst,Senior,Medium,,Full-time,0,9.0,136761.0
Data Engineer,Entry,Medium,Germany,Part-time,50,9.0,68554.0
Data Scientist,Senior,Large,Australia,Full-time,100,1.0,94357.0
Business Intelligence Analyst,Senior,Large,India,Contract,100,13.0,163409.0
AI Engineer,Senior,Medium,India,Full-time,0,14.0,150987.0
Machine Learning Engineer,Mid,Small,USA,Contract,0,2.0,51965.0
Data Engineer,Senior,Medium,Australia,Full-time,50,0.0,87316.0
Machine Learning Engineer,Mid,Large,UK,Part-time,0,9.0,99046.0
Data Engineer,Senior,Medium,USA,Full-time,100,7.0,115868.0
Machine Learning Engineer,Entry,Small,USA,Full-time,100,0.0,28447.0
Data Engineer,Entry,Medium,UK,Part-time,0,2.0,37513.0
Machine Learning Engineer,Entry,Large,Germany,Full-time,0,13.0,79378.0
Machine Learning Engineer,Mid,Medium,India,Contract,0,2.0,65463.0
Machine Learning Engineer,Mid,Large,Germany,Full-time,50,12.0,118318.0
Machine Learning Engineer,Senior,Large,Australia,Full-time,50,14.0,163246.0
AI Engineer,Mid,Medium,Canada,Full-time,100,1.0,46076.0
Data Scientist,Mid,Large,Canada,Part-time,50,13.0,123023.0
Data Analyst,Entry,Large,Canada,Full-time,50,,45169.0
Business Intelligence Analyst,Mid,Small,UK,Full-time,50,9.0,91385.0
Data Analyst,Mid,Small,USA,Contract,50,2.0,58222.0
Data Analyst,Entry,Small,Germany,Full-time,100,2.0,37087.0
Data Engineer,Entry,Small,India,Full-time,0,7.0,50480.0
Data Scientist,Entry,Large,Canada,Full-time,100,3.0,32777.0
Data Engineer,Entry,Medium,Germany,Full-time,50,3.0,30362.0
Data Scientist,Mid,Large,Canada,Contract,0,2.0,50950.0
Data Scientist,Entry,Large,Canada,Contract,0,10.0,68250.0
Machine Learning Engineer,Senior,Large,India,Part-time,0,0.0,82818.0
AI Engineer,Senior,Medium,Australia,Full-time,100,,118600.0
Machine Learning Engineer,Mid,Small,Australia,Part-time,0,14.0,
AI Engineer,Executive,Large,Australia,Part-time,100,0.0,135053.0
Data Engineer,Mid,Large,UK,Full-time,100,6.0,89328.0
AI Engineer,Mid,Small,USA,Contract,50,4.0,74333.0
Data Engineer,Executive,Large,UK,Contract,50,,141255.0
Data Analyst,Entry,Medium,Germany,Full-time,0,3.0,35907.0
Data Analyst,Senior,Large,UK,Full-time,0,7.0,131007.0
AI Engineer,Entry,Large,,Contract,50,10.0,74241.0
AI Engineer,Mid,Small,Germany,Full-time,100,10.0,102090.0
Data Engineer,Entry,Large,USA,Full-time,100,12.0,82305.0
Machine Learning Engineer,Senior,Large,India,Full-time,50,13.0,
Data Engineer,Mid,Medium,USA,Contract,100,5.0,78065.0
Machine Learning Engineer,Senior,Small,Australia,Part-time,50,13.0,157647.0
Data Analyst,Mid,Small,Australia,Part-time,50,11.0,103523.0
Data Scientist,Mid,Medium,UK,Full-time,0,0.0,46037.0
AI Engineer,Entry,Large,Germany,Contract,0,13.0,75527.0
Machine Learning Engineer,Mid,Small,Canada,Full-time,50,9.0,103443.0
Data Engineer,Senior,Small,Canada,Contract,0,7.0,124290.0
Data Analyst,Mid,Large,Germany,Full-time,50,12.0,100211.0
Machine Learning Engineer,Senior,Large,USA,Contract,100,13.0,163098.0
Data Engineer,Senior,Small,India,Contract,100,1.0,104072.0
AI Engineer,Mid,Large,USA,Part-time,100,5.0,75522.0
AI Engineer,Mid,Small,Germany,Full-time,100,8.0,99650.0
Business Intelligence Analyst,Entry,Large,Germany,Part-time,50,0.0,25115.0
Data Scientist,Entry,Large,India,Part-time,100,5.0,40149.0
Business Intelligence Analyst,Entry,Medium,UK,Contract,100,7.0,54224.0
Data Analyst,Mid,Large,UK,Full-time,100,9.0,102716.0
Machine Learning Engineer,Mid,Medium,India,Contract,100,12.0,
Business Intelligence Analyst,Mid,Small,Germany,Full-time,50,8.0,94707.0
Machine Learning Engineer,Entry,Medium,India,Full-time,0,3.0,30912.0
Machine Learning Engineer,Mid,Medium,India,Contract,100,12.0,
Data Engineer,Mid,Medium,Canada,Part-time,50,4.0,67925.0
Data Scientist,Mid,Medium,India,Contract,50,11.0,111376.0
Data Engineer,Mid,Medium,UK,Contract,50,14.0,113692.0
Business Intelligence Analyst,Executive,Large,UK,Full-time,0,11.0,192370.0
Machine Learning Engineer,Mid,Medium,Australia,Contract,0,6.0,74553.0
AI Engineer,Senior,Small,USA,Contract,0,9.0,133820.0
Data Scientist,Mid,Small,USA,Part-time,0,5.0,65871.0
Machine Learning Engineer,Mid,Large,Australia,Part-time,50,11.0,110629.0
Machine Learning Engineer,Entry,Medium,UK,Part-time,100,12.0,89681.0
Data Scientist,Mid,Small,India,Full-time,100,7.0,89219.0
Business Intelligence Analyst,Mid,Medium,UK,Full-time,0,1.0,61160.0
Data Engineer,Senior,Medium,UK,Contract,0,5.0,108195.0
Business Intelligence Analyst,Senior,Small,,Full-time,50,6.0,114123.0
AI Engineer,Mid,Large,Germany,Contract,50,5.0,73632.0
AI Engineer,Senior,Small,UK,Part-time,100,2.0,108702.0
Machine Learning Engineer,Senior,Small,Germany,Full-time,50,6.0,113830.0
Machine Learning Engineer,Entry,Large,Germany,Part-time,0,11.0,67679.0
Machine Learning Engineer,Executive,Medium,Germany,Full-time,100,10.0,183055.0
Data Engineer,Senior,Small,Canada,Part-time,50,7.0,128500.0
Data Analyst,Entry,Medium,India,Contract,50,7.0,47387.0
AI Engineer,Senior,Small,Australia,Full-time,0,10.0,144635.0
Data Scientist,Entry,Small,UK,Part-time,50,13.0,92945.0
AI Engineer,Mid,Medium,UK,Full-time,0,3.0,65796.0
AI Engineer,Mid,Medium,USA,Contract,0,6.0,87158.0
AI Engineer,Mid,Large,India,Contract,50,7.0,79784.0
Data Analyst,Mid,Large,India,Contract,0,12.0,110005.0
Data Analyst,Senior,Small,UK,Contract,50,4.0,114329.0
Machine Learning Engineer,Executive,Large,Australia,Part-time,100,3.0,154276.0
Business Intelligence Analyst,Senior,Large,USA,Part-time,100,6.0,129968.0
