,job_title,experience_level,company_size,company_location,employment_type,remote_ratio,years_experience,salary_usd
1505,AI Engineer,Entry,Large,Canada,Contract,100,11.0,66145.0
1506,Data Analyst,Mid,Medium,India,Contract,100,9.0,94102.0
1507,Data Analyst,Senior,Small,UK,Contract,100,8.0,131498.0
1508,Data Scientist,Entry,Medium,Canada,Part-time,100,14.0,85450.0
1509,Business Intelligence Analyst,Senior,Small,Canada,Full-time,100,4.0,117950.0
1510,Data Scientist,Entry,Medium,USA,Contract,50,10.0,79389.0
1511,Machine Learning Engineer,Executive,Medium,USA,Part-time,100,0.0,124507.0
1512,Data Scientist,Executive,Large,USA,Contract,50,0.0,133535.0
1513,Data Scientist,Mid,Medium,Germany,Full-time,50,14.0,88269.0
1514,AI Engineer,Mid,Medium,USA,Part-time,0,1.0,58523.0
1515,Data Engineer,Mid,Small,UK,Part-time,50,9.0,88992.0
1516,Data Analyst,Mid,Large,Canada,Full-time,50,9.0,93522.0
1517,Business Intelligence Analyst,Entry,Small,UK,Part-time,100,4.0,38027.0
1518,Data Scientist,Entry,Small,Australia,Full-time,50,3.0,36972.0
1519,Business Intelligence Analyst,Entry,Large,USA,Part-time,100,0.0,25305.0
1520,Data Engineer,Mid,Large,Germany,Part-time,100,3.0,65793.0
1521,Data Engineer,Entry,Large,Australia,Full-time,100,3.0,44361.0
1522,Data Scientist,Mid,Medium,Germany,Full-time,0,9.0,85529.0
1523,Machine Learning Engineer,Executive,Large,Australia,Part-time,100,3.0,154276.0
1524,Data Scientist,Mid,Large,Canada,Part-time,50,0.0,44734.0
1525,AI Engineer,Mid,Large,UK,Full-time,100,8.0,93898.0
1526,Data Analyst,Mid,Small,India,Full-time,100,13.0,123909.0
1527,Machine Learning Engineer,Senior,Small,UK,Part-time,100,2.0,102985.0
1528,Data Scientist,Senior,Medium,USA,Part-time,0,12.0,153989.0
1529,Business Intelligence Analyst,Senior,Small,India,Part-time,50,3.0,97742.0
1530,Machine Learning Engineer,Executive,Medium,Germany,Full-time,0,4.0,144635.0
1531,Machine Learning Engineer,Entry,Small,Canada,Part-time,50,12.0,74425.0
1532,Data Scientist,Senior,Large,Canada,Contract,0,12.0,148661.0
1533,Machine Learning Engineer,Senior,Small,Germany,Full-time,50,6.0,113830.0
1534,Business Intelligence Analyst,Entry,Medium,USA,Part-time,0,5.0,35533.0
1535,Data Engineer,Executive,Small,Germany,Full-time,100,4.0,154250.0
1536,Machine Learning Engineer,Entry,Large,Australia,Contract,0,7.0,57247.0
1537,Data Engineer,Mid,Medium,USA,Full-time,0,13.0,109087.0
1538,Business Intelligence Analyst,Entry,Large,India,Part-time,100,0.0,88269.0
1539,Data Scientist,Mid,Large,Germany,Contract,100,6.0,83293.0
1540,Data Analyst,Senior,Medium,USA,Contract,50,11.0,144082.0
1541,Machine Learning Engineer,Mid,Large,India,Part-time,50,5.0,67355.0
1542,Data Analyst,Mid,Large,Germany,Part-time,50,10.0,91955.0
1543,Business Intelligence Analyst,Mid,Small,Canada,Part-time,0,4.0,62971.0
1544,Machine Learning Engineer,Senior,Large,Germany,Full-time,50,7.0,115539.0
1545,Data Engineer,Entry,Large,UK,Full-time,0,2.0,27493.0
1546,AI Engineer,Mid,Large,Germany,Full-time,0,7.0,58056.0
1547,Data Analyst,Senior,Large,UK,Part-time,50,8.0,122836.0
1548,Machine Learning Engineer,Senior,Medium,India,Part-time,50,7.0,89939.0
1549,Data Analyst,Mid,Small,Germany,Full-time,0,12.0,103644.0
1550,Machine Learning Engineer,Senior,Large,India,Contract,100,9.0,143681.0
1551,Data Scientist,Senior,Large,India,Full-time,100,14.0,153166.0
1552,Data Engineer,Senior,Medium,USA,Contract,0,2.0,99511.0
1553,Data Analyst,Mid,Large,India,Part-time,50,7.0,75183.0
1554,AI Engineer,Entry,Medium,India,Part-time,0,11.0,74475.0
1555,AI Engineer,Entry,Small,Germany,Full-time,0,9.0,74230.0
1556,Business Intelligence Analyst,Entry,Small,Germany,Full-time,50,8.0,61332.0
1557,Machine Learning Engineer,Mid,Large,Canada,Part-time,100,12.0,115173.0
1558,Data Analyst,Entry,Large,USA,Full-time,0,7.0,29988.0
1559,Business Intelligence Analyst,Mid,Large,India,Part-time,100,5.0,69722.0
1560,Data Analyst,Mid,Medium,USA,Part-time,100,6.0,85194.0
1561,Machine Learning Engineer,Entry,Large,UK,Contract,50,14.0,97166.0
1562,AI Engineer,Senior,Large,India,Full-time,0,0.0,97891.0
1563,Data Scientist,Mid,Small,USA,Part-time,0,13.0,119072.0
1564,AI Engineer,Entry,Large,Canada,Full-time,100,6.0,55976.0
1565,Business Intelligence Analyst,Senior,Small,Canada,Contract,100,3.0,100855.0
1566,Data Engineer,Entry,Large,India,Contract,50,4.0,43294.0
1567,Data Scientist,Senior,Small,UK,Full-time,100,7.0,127046.0
1568,Business Intelligence Analyst,Senior,Large,Canada,Full-time,50,3.0,95676.0
1569,Machine Learning Engineer,Mid,Small,Canada,Part-time,0,14.0,114090.0
1570,Data Scientist,Senior,Medium,UK,Contract,50,3.0,107498.0
1571,Business Intelligence Analyst,Mid,Small,USA,Contract,100,7.0,87777.0
1572,Machine Learning Engineer,Mid,Small,Canada,Contract,0,7.0,129070.0
1573,AI Engineer,Entry,Small,Germany,Full-time,50,4.0,38382.0
1574,Data Engineer,Entry,Large,Australia,Part-time,0,12.0,85006.0
1575,Machine Learning Engineer,Senior,Large,Australia,Full-time,50,5.0,114034.0
1576,Data Analyst,Mid,Large,Canada,Full-time,100,11.0,103526.0
1577,Machine Learning Engineer,Mid,Medium,India,Full-time,100,10.0,103930.0
1578,Machine Learning Engineer,Mid,Medium,USA,Part-time,0,13.0,106110.0
1579,Data Engineer,Mid,Small,India,Full-time,0,4.0,76962.0
1580,Data Analyst,Entry,Medium,Germany,Contract,0,0.0,26445.0
1581,Business Intelligence Analyst,Mid,Small,USA,Contract,50,6.0,70386.0
1582,Business Intelligence Analyst,Senior,Small,UK,Contract,100,5.0,123584.0
1583,Machine Learning Engineer,Entry,Small,Germany,Part-time,0,1.0,27906.0
1584,Data Analyst,Entry,Medium,Australia,Full-time,0,10.0,88269.0
1585,Data Analyst,Entry,Large,Germany,Part-time,0,6.0,55033.0
1586,Data Engineer,Mid,Medium,UK,Full-time,50,5.0,80708.0
1587,AI Engineer,Senior,Small,Canada,Contract,0,4.0,106321.0
1588,Business Intelligence Analyst,Entry,Small,UK,Full-time,0,7.0,53678.0
1589,Data Engineer,Entry,Medium,UK,Full-time,50,4.0,41924.0
1590,Data Scientist,Mid,Small,Canada,Full-time,50,10.0,103565.0
1591,Business Intelligence Analyst,Senior,Small,Canada,Part-time,0,1.0,93732.0
1592,Data Engineer,Mid,Medium,India,Full-time,0,5.0,70631.0
1593,Business Intelligence Analyst,Mid,Medium,Canada,Full-time,50,13.0,115252.0
1594,AI Engineer,Senior,Medium,Canada,Full-time,100,11.0,147438.0
1595,Data Scientist,Mid,Small,UK,Part-time,50,0.0,45169.0
1596,AI Engineer,Senior,Small,India,Part-time,100,4.0,106787.0
1597,Data Scientist,Senior,Large,India,Part-time,0,13.0,150232.0
1598,Machine Learning Engineer,Entry,Large,USA,Full-time,0,5.0,39288.0
1599,Data Engineer,Entry,Medium,India,Contract,100,14.0,86734.0
1600,Data Scientist,Entry,Large,Australia,Contract,50,6.0,57464.0
1601,AI Engineer,Mid,Small,India,Contract,0,13.0,111240.0
1602,Business Intelligence Analyst,Executive,Large,UK,Full-time,100,1.0,141581.0
1603,Data Scientist,Mid,Small,Canada,Contract,50,0.0,47814.0
1604,Data Engineer,Entry,Medium,Canada,Contract,100,5.0,45386.0
1605,Data Scientist,Senior,Medium,UK,Contract,50,2.0,97851.0
1606,Data Analyst,Mid,Small,Australia,Full-time,50,4.0,61600.0
1607,Business Intelligence Analyst,Entry,Large,India,Contract,50,11.0,71866.0
1608,Data Engineer,Mid,Medium,UK,Contract,50,14.0,113692.0
1609,Data Engineer,Mid,Medium,USA,Full-time,100,10.0,109467.0
1610,Machine Learning Engineer,Senior,Large,India,Part-time,100,12.0,140332.0
1611,AI Engineer,Entry,Large,Germany,Contract,100,14.0,88269.0
1612,Machine Learning Engineer,Entry,Small,USA,Part-time,100,1.0,29109.0
1613,Data Engineer,Mid,Large,Australia,Contract,100,14.0,124847.0
1614,Business Intelligence Analyst,Entry,Large,USA,Full-time,50,0.0,24507.0
1615,Data Scientist,Mid,Large,UK,Part-time,0,0.0,49963.0
1616,Data Scientist,Mid,Small,India,Part-time,0,12.0,106106.0
1617,Business Intelligence Analyst,Mid,Small,Canada,Part-time,100,10.0,97333.0
1618,Data Engineer,Senior,Medium,Australia,Part-time,100,3.0,111058.0
1619,Data Scientist,Mid,Small,Australia,Contract,0,9.0,91655.0
1620,Data Scientist,Entry,Medium,Germany,Contract,50,12.0,75308.0
1621,Data Scientist,Mid,Large,USA,Part-time,100,1.0,64105.0
1622,AI Engineer,Senior,Medium,Germany,Contract,50,7.0,81064.0
1623,AI Engineer,Senior,Medium,India,Part-time,0,5.0,88269.0
1624,Data Analyst,Entry,Large,India,Part-time,0,13.0,86115.0
1625,Machine Learning Engineer,Executive,Medium,Germany,Full-time,100,3.0,88269.0
1626,Business Intelligence Analyst,Mid,Small,Canada,Part-time,50,9.0,93512.0
1627,Business Intelligence Analyst,Entry,Small,India,Contract,100,12.0,73957.0
1628,Business Intelligence Analyst,Entry,Small,Germany,Part-time,0,11.0,83766.0
1629,Data Analyst,Entry,Small,USA,Full-time,50,14.0,99615.0
1630,AI Engineer,Senior,Medium,Germany,Contract,100,6.0,117008.0
1631,Data Engineer,Entry,Medium,Germany,Full-time,100,10.0,76044.0
1632,Data Engineer,Entry,Large,UK,Full-time,100,5.0,52884.0
1633,Data Analyst,Senior,Medium,India,Part-time,0,4.0,114687.0
1634,Data Engineer,Mid,Medium,Canada,Full-time,100,9.0,102952.0
1635,Business Intelligence Analyst,Entry,Medium,Canada,Full-time,50,11.0,84665.0
1636,Machine Learning Engineer,Entry,Large,UK,Contract,100,12.0,79711.0
1637,Data Scientist,Entry,Small,Australia,Full-time,0,11.0,83249.0
1638,AI Engineer,Entry,Medium,Canada,Part-time,100,11.0,74597.0
1639,AI Engineer,Mid,Large,Germany,Part-time,0,11.0,110254.0
1640,Data Analyst,Entry,Large,UK,Part-time,0,1.0,31388.0
1641,AI Engineer,Entry,Large,USA,Full-time,50,4.0,44369.0
1642,Business Intelligence Analyst,Senior,Small,India,Contract,50,8.0,127959.0
1643,Data Engineer,Mid,Medium,India,Part-time,100,8.0,97552.0
1644,Business Intelligence Analyst,Mid,Large,India,Full-time,0,7.0,63782.0
1645,Data Analyst,Mid,Small,Germany,Part-time,0,6.0,89014.0
1646,Business Intelligence Analyst,Mid,Large,USA,Part-time,50,9.0,91608.0
1647,Data Engineer,Mid,Large,UK,Contract,50,13.0,105347.0
1648,Machine Learning Engineer,Mid,Large,UK,Part-time,100,3.0,67412.0
1649,Data Analyst,Mid,Large,India,Contract,0,12.0,110005.0
1650,Machine Learning Engineer,Senior,Large,USA,Full-time,50,12.0,159726.0
1651,Data Scientist,Entry,Small,USA,Part-time,100,2.0,88269.0
1652,Machine Learning Engineer,Senior,Medium,USA,Full-time,0,7.0,132574.0
1653,Data Scientist,Entry,Medium,Canada,Full-time,0,0.0,15272.0
1654,Data Scientist,Senior,Medium,Canada,Full-time,50,2.0,106532.0
1655,Machine Learning Engineer,Mid,Medium,India,Part-time,100,10.0,98694.0
1656,Data Analyst,Senior,Small,USA,Contract,50,7.0,137253.0
1657,Data Engineer,Entry,Small,Australia,Part-time,100,13.0,78521.0
1658,Business Intelligence Analyst,Mid,Small,USA,Full-time,0,14.0,111300.0
1659,Business Intelligence Analyst,Mid,Large,UK,Contract,100,8.0,92225.0
1660,Data Engineer,Senior,Large,UK,Full-time,100,6.0,88269.0
1661,Data Scientist,Mid,Large,India,Contract,100,2.0,62045.0
1662,Data Scientist,Mid,Medium,Australia,Part-time,100,7.0,118835.0
1663,Data Analyst,Mid,Large,USA,Contract,100,2.0,54385.0
1664,AI Engineer,Mid,Medium,Australia,Part-time,50,3.0,69755.0
1665,Machine Learning Engineer,Mid,Large,India,Full-time,100,6.0,72824.0
1666,Data Scientist,Entry,Medium,UK,Contract,100,6.0,45964.0
1667,Business Intelligence Analyst,Executive,Large,UK,Full-time,0,11.0,192370.0
1668,Data Analyst,Senior,Large,Canada,Contract,100,11.0,154874.0
1669,Machine Learning Engineer,Executive,Small,India,Part-time,0,13.0,188767.0
1670,Data Analyst,Entry,Large,India,Contract,50,7.0,28576.0
1671,Machine Learning Engineer,Senior,Large,USA,Contract,50,11.0,147268.0
1672,Machine Learning Engineer,Senior,Small,USA,Part-time,100,14.0,168390.0
1673,Data Engineer,Mid,Medium,Canada,Part-time,50,4.0,67925.0
1674,Data Scientist,Mid,Small,Germany,Part-time,100,6.0,73107.0
1675,Data Analyst,Mid,Small,Australia,Contract,50,6.0,89714.0
1676,Data Analyst,Senior,Medium,Germany,Full-time,100,5.0,113722.0
1677,Data Engineer,Mid,Large,Germany,Contract,100,9.0,102307.0
1678,Business Intelligence Analyst,Entry,Medium,India,Contract,0,9.0,73280.0
1679,Business Intelligence Analyst,Mid,Large,Australia,Full-time,0,11.0,102883.0
1680,Data Scientist,Senior,Large,India,Part-time,0,7.0,134708.0
1681,Data Scientist,Senior,Medium,Australia,Contract,0,2.0,103453.0
1682,AI Engineer,Executive,Small,UK,Full-time,100,14.0,207197.0
1683,Data Engineer,Mid,Medium,India,Part-time,50,0.0,47618.0
1684,Business Intelligence Analyst,Entry,Large,India,Part-time,100,2.0,20782.0
1685,Machine Learning Engineer,Entry,Medium,India,Contract,0,10.0,74642.0
1686,Data Analyst,Entry,Medium,Canada,Part-time,0,1.0,22789.0
1687,Data Scientist,Entry,Large,India,Part-time,50,1.0,29002.0
1688,Data Analyst,Mid,Small,USA,Full-time,0,13.0,124523.0
1689,Data Analyst,Entry,Medium,USA,Full-time,100,13.0,86981.0
1690,AI Engineer,Mid,Large,Australia,Part-time,100,1.0,50007.0
1691,Business Intelligence Analyst,Senior,Large,UK,Full-time,100,4.0,107575.0
1692,Data Scientist,Mid,Medium,Canada,Part-time,100,12.0,119574.0
1693,Data Analyst,Senior,Small,Australia,Contract,100,7.0,96184.0
1694,Data Scientist,Mid,Medium,USA,Full-time,50,9.0,96294.0
1695,Machine Learning Engineer,Entry,Small,India,Part-time,100,3.0,30637.0
1696,AI Engineer,Mid,Small,Canada,Part-time,0,13.0,117770.0
1697,Machine Learning Engineer,Entry,Small,UK,Full-time,0,7.0,69542.0
1698,Data Scientist,Mid,Small,Canada,Full-time,0,4.0,70908.0
1699,Data Scientist,Mid,Medium,India,Contract,0,1.0,61962.0
1700,Business Intelligence Analyst,Entry,Large,Canada,Part-time,50,4.0,42699.0
1701,Data Analyst,Entry,Large,UK,Contract,0,9.0,56865.0
1702,Data Analyst,Mid,Large,Australia,Contract,50,14.0,111376.0
1703,Machine Learning Engineer,Executive,Large,UK,Contract,0,3.0,149255.0
1704,AI Engineer,Senior,Large,UK,Full-time,50,7.0,128647.0
1705,Data Engineer,Senior,Large,USA,Contract,50,0.0,85408.0
1706,Data Analyst,Entry,Medium,India,Full-time,50,14.0,88163.0
1707,Business Intelligence Analyst,Senior,Small,USA,Full-time,0,11.0,141283.0
1708,Machine Learning Engineer,Senior,Large,Australia,Contract,50,4.0,101976.0
1709,Machine Learning Engineer,Mid,Medium,Germany,Contract,100,13.0,111443.0
1710,Data Engineer,Executive,Large,Australia,Part-time,100,13.0,198324.0
1711,Business Intelligence Analyst,Mid,Large,India,Contract,0,10.0,97595.0
1712,AI Engineer,Senior,Small,Canada,Part-time,100,11.0,139920.0
1713,Business Intelligence Analyst,Senior,Small,UK,Contract,100,9.0,143271.0
1714,AI Engineer,Entry,Small,Germany,Contract,100,0.0,27375.0
1715,Business Intelligence Analyst,Mid,Large,India,Contract,0,9.0,90228.0
1716,Business Intelligence Analyst,Executive,Large,USA,Contract,0,9.0,176748.0
1717,Data Scientist,Entry,Large,UK,Part-time,100,3.0,40715.0
1718,Machine Learning Engineer,Mid,Small,Australia,Part-time,0,7.0,89484.0
1719,Business Intelligence Analyst,Executive,Medium,USA,Contract,50,0.0,126450.0
1720,Data Engineer,Mid,Large,India,Contract,100,10.0,109988.0
1721,Business Intelligence Analyst,Entry,Large,India,Part-time,0,14.0,88269.0
1722,Data Analyst,Mid,Large,Australia,Full-time,0,1.0,45020.0
1723,Machine Learning Engineer,Entry,Medium,Germany,Full-time,100,0.0,24717.0
1724,Data Analyst,Mid,Large,Australia,Full-time,0,10.0,104580.0
1725,Machine Learning Engineer,Entry,Medium,Canada,Part-time,100,6.0,50117.0
1726,Data Analyst,Mid,Large,USA,Part-time,0,1.0,54664.0
1727,Business Intelligence Analyst,Mid,Medium,Germany,Full-time,50,0.0,41099.0
1728,Business Intelligence Analyst,Senior,Large,UK,Full-time,100,14.0,152637.0
1729,Data Scientist,Mid,Small,Canada,Contract,50,11.0,103581.0
1730,Data Engineer,Mid,Small,Germany,Part-time,100,5.0,72744.0
1731,Data Analyst,Mid,Small,USA,Part-time,0,5.0,84797.0
1732,AI Engineer,Entry,Small,India,Full-time,50,9.0,62457.0
1733,Data Scientist,Mid,Large,UK,Full-time,0,1.0,55807.0
1734,Data Analyst,Entry,Small,Australia,Part-time,100,14.0,97738.0
1735,Data Analyst,Senior,Medium,USA,Contract,100,0.0,86402.0
1736,Data Scientist,Entry,Small,Canada,Full-time,100,13.0,79521.0
1737,Business Intelligence Analyst,Mid,Small,Canada,Part-time,100,9.0,101389.0
1738,Data Analyst,Mid,Small,India,Part-time,100,2.0,58382.0
1739,Business Intelligence Analyst,Mid,Large,India,Contract,50,9.0,97692.0
1740,Data Scientist,Entry,Small,UK,Contract,100,13.0,79353.0
1741,Business Intelligence Analyst,Mid,Medium,Australia,Full-time,0,4.0,75065.0
1742,Machine Learning Engineer,Mid,Small,India,Full-time,50,5.0,84934.0
1743,AI Engineer,Senior,Small,India,Full-time,0,2.0,104425.0
1744,Data Analyst,Mid,Small,India,Part-time,100,8.0,93111.0
1745,Data Engineer,Mid,Medium,India,Full-time,0,7.0,98031.0
1746,AI Engineer,Mid,Small,India,Part-time,50,4.0,75510.0
1747,Business Intelligence Analyst,Mid,Medium,Germany,Full-time,50,7.0,105083.0
1748,Data Analyst,Mid,Medium,USA,Contract,50,1.0,53816.0
1749,Business Intelligence Analyst,Mid,Small,India,Contract,0,9.0,97317.0
1750,Machine Learning Engineer,Entry,Medium,UK,Part-time,50,5.0,37175.0
1751,Data Scientist,Entry,Large,Australia,Contract,0,11.0,76341.0
1752,Data Analyst,Entry,Small,Australia,Part-time,100,7.0,62579.0
1753,Machine Learning Engineer,Entry,Small,Australia,Part-time,100,10.0,62069.0
1754,Machine Learning Engineer,Mid,Medium,Germany,Contract,0,5.0,68358.0
1755,Data Analyst,Mid,Medium,UK,Part-time,50,3.0,73822.0
1756,Business Intelligence Analyst,Entry,Small,Germany,Contract,0,5.0,43808.0
1757,Data Engineer,Senior,Large,India,Full-time,0,7.0,119244.0
1758,Machine Learning Engineer,Entry,Medium,USA,Full-time,0,7.0,64727.0
1759,AI Engineer,Senior,Medium,Australia,Contract,100,12.0,141811.0
1760,Machine Learning Engineer,Mid,Large,UK,Contract,0,9.0,101555.0
1761,Data Engineer,Mid,Large,Australia,Contract,100,1.0,62009.0
1762,Business Intelligence Analyst,Entry,Small,Germany,Contract,0,7.0,50906.0
1763,Business Intelligence Analyst,Mid,Large,India,Full-time,100,7.0,72983.0
1764,AI Engineer,Mid,Small,India,Part-time,0,1.0,49063.0
1765,Machine Learning Engineer,Senior,Large,USA,Part-time,0,0.0,90446.0
1766,Business Intelligence Analyst,Mid,Medium,India,Full-time,50,5.0,73644.0
1767,Data Engineer,Senior,Small,Canada,Part-time,50,12.0,149610.0
1768,Data Analyst,Entry,Small,USA,Full-time,0,6.0,48142.0
1769,Data Scientist,Senior,Small,Canada,Part-time,0,13.0,145753.0
1770,Data Scientist,Mid,Large,India,Contract,0,13.0,116564.0
1771,Data Scientist,Senior,Medium,Germany,Contract,0,9.0,131851.0
1772,Machine Learning Engineer,Entry,Small,India,Contract,50,4.0,35104.0
1773,AI Engineer,Mid,Small,India,Full-time,100,13.0,120190.0
1774,Business Intelligence Analyst,Mid,Small,India,Full-time,0,9.0,98421.0
1775,Data Analyst,Senior,Small,India,Part-time,50,7.0,126202.0
1776,Data Engineer,Mid,Medium,Canada,Part-time,0,10.0,101103.0
1777,Data Analyst,Senior,Large,Canada,Part-time,0,12.0,149417.0
1778,Data Engineer,Entry,Medium,India,Full-time,100,11.0,73359.0
1779,Machine Learning Engineer,Senior,Small,Canada,Part-time,0,8.0,123685.0
1780,Data Scientist,Senior,Medium,Australia,Contract,0,3.0,88269.0
1781,Machine Learning Engineer,Senior,Small,UK,Part-time,100,6.0,128366.0
1782,AI Engineer,Mid,Large,Germany,Contract,100,7.0,79944.0
1783,AI Engineer,Mid,Large,Australia,Full-time,100,12.0,115410.0
1784,Data Engineer,Executive,Large,India,Contract,100,5.0,160471.0
1785,Business Intelligence Analyst,Entry,Small,Germany,Contract,50,1.0,24678.0
1786,Business Intelligence Analyst,Mid,Medium,UK,Contract,50,6.0,78633.0
1787,Data Engineer,Mid,Large,Canada,Full-time,50,12.0,108462.0
1788,AI Engineer,Senior,Small,Australia,Full-time,0,8.0,133888.0
1789,AI Engineer,Entry,Small,India,Full-time,100,4.0,46727.0
1790,AI Engineer,Mid,Medium,USA,Full-time,100,14.0,126203.0
1791,Machine Learning Engineer,Senior,Large,USA,Part-time,50,1.0,88081.0
1792,AI Engineer,Entry,Small,Germany,Full-time,0,3.0,34449.0
1793,Data Analyst,Senior,Medium,Canada,Contract,0,2.0,88269.0
1794,Data Scientist,Entry,Large,USA,Full-time,0,3.0,27291.0
1795,AI Engineer,Mid,Medium,Germany,Part-time,50,9.0,86532.0
1796,Data Engineer,Entry,Medium,UK,Part-time,0,6.0,44362.0
1797,Data Scientist,Entry,Small,Germany,Part-time,0,9.0,73037.0
1798,Machine Learning Engineer,Senior,Small,Germany,Contract,0,7.0,131015.0
1799,Data Engineer,Mid,Small,India,Full-time,100,0.0,44988.0
1800,Data Scientist,Mid,Medium,India,Full-time,50,12.0,106344.0
1801,Data Engineer,Entry,Small,Germany,Full-time,100,7.0,53430.0
1802,Machine Learning Engineer,Mid,Medium,Australia,Contract,100,7.0,75693.0
1803,Data Analyst,Mid,Medium,Germany,Contract,50,11.0,104106.0
1804,Machine Learning Engineer,Mid,Small,India,Part-time,100,6.0,71438.0
1805,Machine Learning Engineer,Mid,Large,India,Part-time,0,10.0,109400.0
1806,Data Engineer,Senior,Large,India,Full-time,0,10.0,144819.0
1807,Business Intelligence Analyst,Mid,Large,Canada,Contract,0,0.0,49652.0
1808,AI Engineer,Mid,Medium,India,Contract,0,1.0,51389.0
1809,AI Engineer,Entry,Medium,USA,Full-time,50,0.0,13079.0
1810,Data Analyst,Senior,Medium,Germany,Full-time,100,4.0,106295.0
1811,Data Analyst,Mid,Small,UK,Part-time,100,13.0,118703.0
1812,AI Engineer,Mid,Medium,Germany,Part-time,0,13.0,123642.0
1813,Business Intelligence Analyst,Entry,Small,USA,Part-time,0,5.0,43558.0
1814,AI Engineer,Executive,Small,India,Full-time,100,9.0,184375.0
1815,Business Intelligence Analyst,Entry,Large,Canada,Full-time,50,8.0,53741.0
1816,Data Analyst,Senior,Large,UK,Part-time,100,7.0,128881.0
1817,Data Scientist,Mid,Large,India,Part-time,0,6.0,88269.0
1818,Data Engineer,Entry,Small,Canada,Contract,0,11.0,80414.0
1819,Data Analyst,Senior,Small,UK,Contract,50,4.0,114329.0
1820,Data Analyst,Mid,Small,UK,Part-time,100,13.0,123877.0
1821,Machine Learning Engineer,Senior,Medium,USA,Part-time,50,14.0,166382.0
1822,Machine Learning Engineer,Senior,Small,India,Contract,50,2.0,98323.0
1823,Machine Learning Engineer,Senior,Large,UK,Part-time,0,7.0,127588.0
1824,Data Engineer,Entry,Large,Australia,Contract,100,12.0,70903.0
1825,Machine Learning Engineer,Senior,Small,UK,Contract,0,4.0,111648.0
1826,Business Intelligence Analyst,Mid,Small,Canada,Contract,100,2.0,59955.0
1827,AI Engineer,Senior,Large,USA,Full-time,0,2.0,92804.0
1828,Data Scientist,Mid,Small,Germany,Full-time,0,2.0,67610.0
1829,Data Analyst,Senior,Large,USA,Part-time,100,13.0,146284.0
1830,Business Intelligence Analyst,Mid,Medium,Germany,Contract,100,5.0,65689.0
1831,Data Scientist,Mid,Large,India,Full-time,0,0.0,44782.0
1832,Business Intelligence Analyst,Entry,Medium,India,Part-time,100,10.0,64507.0
1833,Business Intelligence Analyst,Senior,Small,UK,Part-time,0,3.0,96996.0
1834,Data Analyst,Mid,Small,Australia,Part-time,100,12.0,116813.0
1835,AI Engineer,Mid,Medium,India,Part-time,0,7.0,83631.0
1836,Machine Learning Engineer,Senior,Small,UK,Part-time,0,2.0,94507.0
1837,Data Engineer,Mid,Medium,USA,Contract,0,4.0,60527.0
1838,AI Engineer,Entry,Small,India,Part-time,50,1.0,17996.0
1839,Data Engineer,Mid,Large,USA,Contract,100,7.0,113467.0
1840,Data Analyst,Mid,Small,USA,Full-time,0,1.0,62745.0
1841,Data Analyst,Mid,Large,Australia,Part-time,50,10.0,104772.0
1842,Data Analyst,Entry,Large,India,Full-time,0,12.0,70703.0
1843,Data Scientist,Entry,Medium,USA,Contract,50,6.0,40662.0
1844,Data Engineer,Entry,Small,Australia,Contract,0,9.0,64114.0
1845,AI Engineer,Senior,Medium,Australia,Full-time,0,2.0,96256.0
1846,AI Engineer,Entry,Small,India,Part-time,50,4.0,38367.0
1847,Business Intelligence Analyst,Mid,Large,Australia,Part-time,50,7.0,63460.0
1848,Business Intelligence Analyst,Senior,Large,India,Full-time,100,5.0,110297.0
1849,Business Intelligence Analyst,Entry,Small,India,Full-time,100,12.0,78573.0
1850,Data Analyst,Mid,Small,Germany,Full-time,50,9.0,100582.0
1851,AI Engineer,Senior,Medium,USA,Part-time,100,2.0,95378.0
1852,Data Engineer,Senior,Small,Canada,Part-time,50,7.0,128500.0
1853,Data Analyst,Senior,Small,India,Part-time,100,1.0,85305.0
1854,Data Scientist,Senior,Small,USA,Full-time,0,2.0,94697.0
1855,Business Intelligence Analyst,Senior,Medium,Australia,Part-time,100,7.0,133774.0
1856,Data Analyst,Mid,Small,UK,Contract,0,7.0,82222.0
1857,Data Analyst,Senior,Large,India,Full-time,0,0.0,87933.0
1858,Data Scientist,Entry,Medium,Australia,Part-time,100,7.0,62849.0
1859,Machine Learning Engineer,Senior,Medium,Australia,Full-time,50,9.0,136463.0
1860,AI Engineer,Mid,Large,Australia,Contract,0,1.0,45402.0
1861,Data Engineer,Mid,Large,Australia,Contract,0,11.0,107901.0
1862,Machine Learning Engineer,Entry,Large,Australia,Full-time,100,6.0,46940.0
1863,Business Intelligence Analyst,Senior,Small,India,Full-time,50,5.0,88269.0
1864,Data Analyst,Entry,Large,Canada,Contract,50,1.0,34054.0
1865,Data Scientist,Senior,Small,Germany,Full-time,100,4.0,108095.0
1866,Data Scientist,Senior,Medium,Australia,Contract,50,6.0,120842.0
1867,AI Engineer,Entry,Medium,Australia,Contract,100,7.0,49544.0
1868,Machine Learning Engineer,Senior,Large,Germany,Part-time,100,2.0,96074.0
1869,AI Engineer,Senior,Small,India,Full-time,100,0.0,98732.0
1870,Data Analyst,Mid,Large,India,Full-time,0,12.0,106850.0
1871,AI Engineer,Mid,Large,UK,Part-time,0,6.0,88269.0
1872,Data Engineer,Entry,Small,UK,Contract,0,12.0,71617.0
1873,Data Scientist,Entry,Large,USA,Full-time,100,4.0,32530.0
